count,c
3343,2
3348,2
3349,1
3350,1
3352,3
3354,1
3357,1
3360,1
3362,1
3363,1
3365,2
3368,2
3369,1
3371,2
3378,1
3379,1
3382,2
3388,2
3392,1
3393,1
3397,1
3398,1
3400,2
3406,1
3407,1
3408,1
3409,1
3411,1
3417,1
3418,1
3420,1
3422,1
3428,1
3429,1
3430,3
3431,1
3435,1
3440,3
3443,1
3452,1
3454,3
3459,2
3462,1
3464,2
3465,2
3466,1
3467,1
3468,1
3469,2
3470,2
3472,1
3475,2
3477,1
3478,1
3479,1
3480,1
3481,2
3483,1
3485,2
3486,1
3488,1
3489,1
3491,1
3503,4
3505,3
3506,5
3507,2
3508,1
3510,1
3511,2
3515,1
3517,1
3518,2
3519,1
3522,2
3523,1
3526,1
3529,1
3533,1
3535,1
3536,1
3538,1
3539,2
3544,1
3545,1
3553,1
3560,1
3563,1
3564,1
3567,2
3571,1
3574,1
3575,1
3578,1
3580,1
3582,1
3584,2
3588,3
3597,2
3599,1
3600,2
3603,1
3605,1
3606,1
3607,2
3608,1
3610,1
3614,1
3615,1
3616,1
3617,1
3619,1
3622,1
3626,1
3628,1
3631,2
3632,1
3634,1
3636,2
3637,1
3639,1
3641,3
3642,1
3644,2
3646,4
3647,1
3650,1
3654,2
3657,1
3661,1
3664,1
3665,1
3667,1
3670,3
3675,1
3677,1
3681,1
3682,3
3685,1
3687,1
3691,1
3695,1
3698,1
3703,1
3704,1
3705,1
3706,2
3707,2
3709,2
3712,1
3713,1
3715,2
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3724,1
3726,1
3727,1
3728,1
3731,1
3734,1
3737,1
3738,2
3741,1
3745,1
3748,2
3749,1
3750,3
3752,1
3753,1
3754,1
3759,1
3762,2
3763,1
3765,1
3767,1
3770,1
3774,1
3776,2
3778,1
3779,1
3780,1
3781,1
3782,2
3785,2
3786,1
3787,1
3788,2
3789,1
3792,1
3794,1
3798,1
3799,1
3807,3
3814,1
3821,1
3822,1
3824,1
3826,1
3829,1
3830,1
3831,1
3835,1
3840,1
3844,1
3845,1
3846,1
3847,1
3854,1
3857,1
3858,1
3864,1
3873,1
3876,1
3878,1
3879,1
3898,1
3900,1
3901,1
3903,2
3906,1
3908,1
3909,1
3913,1
3916,1
3917,1
3918,2
3923,4
3924,1
3925,1
3931,1
3932,1
3938,1
3943,1
3947,1
3953,1
3956,1
3959,1
3964,1
3965,1
3974,1
3977,1
3978,1
3980,2
3984,2
3985,1
3986,2
3988,2
3992,1
3999,1
4000,1
4001,1
4011,1
4013,1
4014,1
4015,1
4017,1
4018,1
4021,1
4022,1
4025,1
4026,1
4033,1
4035,1
4039,1
4046,1
4047,1
4048,1
4049,1
4051,1
4053,1
4056,1
4062,1
4064,1
4065,1
4066,1
4069,1
4075,1
4078,1
4081,1
4083,1
4087,1
4089,1
4091,1
4097,1
4101,2
4109,1
4118,2
4120,1
4123,1
4124,1
4134,1
4135,1
4136,1
4137,1
4140,1
4141,1
4143,1
4144,1
4146,1
4149,1
4151,1
4153,1
4155,1
4158,1
4160,1
4176,1
4177,1
4180,1
4184,1
4187,3
4188,1
4196,1
4197,2
4210,1
4213,1
4214,1
4221,1
4228,1
4229,1
4231,2
4233,1
4236,2
4241,1
4246,1
4247,1
4256,2
4257,1
4259,1
4264,1
4267,1
4271,1
4274,1
4282,1
4288,1
4297,2
4300,1
4302,1
4303,1
4306,1
4307,1
4308,1
4310,2
4311,3
4315,1
4316,1
4317,1
4318,1
4321,1
4325,1
4328,2
4329,2
4330,1
4333,1
4335,4
4336,1
4349,1
4350,1
4357,1
4365,1
4372,1
4378,1
4387,1
4388,1
4391,1
4398,1
4402,1
4403,1
4405,1
4406,1
4409,1
4411,1
4413,1
4414,1
4415,2
4425,1
4427,1
4429,1
4432,1
4434,1
4435,1
4437,1
4439,1
4440,1
4442,1
4445,1
4448,1
4453,1
4456,1
4462,1
4463,1
4466,1
4471,1
4472,1
4477,2
4480,1
4485,1
4487,2
4489,2
4501,1
4505,1
4510,1
4511,2
4513,1
4518,2
4519,2
4521,1
4526,2
4527,1
4528,2
4529,1
4537,1
4539,1
4541,1
4542,2
4544,1
4566,1
4570,1
4571,1
4573,1
4574,1
4575,1
4577,1
4589,1
4594,1
4607,1
4608,1
4611,1
4612,1
4625,1
4626,1
4627,1
4631,1
4638,1
4642,1
4655,1
4663,2
4664,1
4667,1
4669,1
4683,1
4686,1
4687,1
4695,1
4698,2
4699,1
4702,1
4707,1
4711,1
4715,1
4719,2
4732,1
4734,1
4735,1
4736,1
4746,1
4752,2
4757,1
4768,1
4774,3
4778,1
4779,1
4780,1
4792,1
4795,1
4803,1
4807,1
4820,1
4822,1
4823,1
4827,1
4828,1
4829,1
4830,1
4832,1
4842,2
4855,1
4857,1
4859,1
4862,2
4868,1
4872,1
4878,2
4880,1
4881,1
4883,1
4885,2
4896,1
4899,1
4903,2
4918,1
4920,1
4923,1
4928,1
4929,2
4934,2
4938,1
4984,1
4987,1
5002,1
5003,1
5011,1
5013,1
5020,1
5026,2
5029,1
5031,1
5033,1
5036,1
5041,1
5043,1
5048,1
5070,1
5071,1
5072,1
5075,1
5091,1
5102,1
5112,1
5123,1
5128,1
5147,1
5159,1
5160,1
5162,1
5170,2
5177,1
5178,1
5187,1
5188,1
5196,1
5210,2
5211,1
5213,1
5219,1
5223,1
5228,2
5229,1
5232,1
5235,1
5243,1
5250,1
5262,1
5280,1
5286,1
5299,1
5301,1
5306,2
5309,1
5320,1
5342,1
5350,1
5358,1
5359,1
5374,1
5380,1
5390,1
5396,1
5411,2
5415,1
5438,2
5439,1
5441,1
5449,1
5452,1
5453,1
5454,1
5468,1
5474,1
5477,2
5496,1
5514,1
5521,1
5524,1
5533,1
5534,1
5539,1
5544,1
5546,1
5567,1
5570,1
5575,1
5586,1
5590,1
5613,1
5614,1
5618,1
5629,1
5631,1
5637,1
5638,1
5645,1
5658,1
5663,1
5664,1
5668,1
5672,1
5674,1
5675,1
5694,1
5695,1
5709,1
5711,1
5722,1
5747,1
5769,1
5789,1
5808,1
5814,1
5834,1
5836,1
5837,1
5848,2
5861,1
5866,1
5868,1
5870,1
5880,1
5904,1
5906,2
5911,1
5922,2
5935,1
5941,1
5945,1
5947,1
5973,1
5984,1
5986,1
5988,2
5994,1
6028,1
6053,1
6077,1
6091,1
6098,1
6109,1
6127,1
6128,1
6145,1
6147,1
6163,1
6167,2
6177,1
6189,1
6192,1
6202,1
6207,1
6217,1
6222,1
6226,1
6232,1
6242,1
6284,1
6286,1
6287,1
6305,1
6315,1
6345,1
6354,1
6374,1
6396,1
6406,2
6412,1
6414,1
6422,1
6435,1
6439,1
6470,1
6473,1
6476,1
6506,1
6513,1
6516,1
6561,1
6587,1
6597,1
6598,1
6600,1
6607,1
6642,1
6662,1
6673,1
6678,1
6684,1
6698,1
6715,1
6733,1
6752,1
6783,1
6788,1
6790,1
6800,1
6805,1
6810,1
6814,1
6850,1
6865,1
6868,1
6870,1
6873,1
6876,1
6887,1
6889,1
6909,1
6935,1
6959,1
6963,1
6990,1
7041,1
7052,1
7066,1
7071,1
7075,1
7078,1
7086,1
7105,1
7110,1
7151,1
7171,1
7174,1
7178,1
7182,1
7211,1
7219,1
7220,1
7223,1
7279,1
7283,1
7301,1
7332,1
7345,2
7347,1
7407,1
7431,1
7438,1
7465,1
7479,1
7481,1
7514,2
7570,1
7596,1
7604,1
7606,1
7631,1
7655,1
7661,1
7695,1
7714,1
7729,1
7755,1
7777,1
7783,1
7794,1
7857,1
7859,1
7872,1
7877,1
7944,1
7945,1
7979,1
7989,1
7994,1
8003,1
8050,1
8075,1
8078,1
8109,1
8141,1
8145,1
8149,1
8150,1
8164,1
8168,1
8208,1
8285,1
8382,1
8409,1
8471,1
8475,1
8496,1
8517,1
8609,1
8624,1
8641,1
8664,1
8685,1
8749,1
8752,1
8772,1
8829,1
8853,1
8858,1
8875,1
8912,1
8979,1
8989,1
8993,1
9014,1
9030,1
9038,1
9042,1
9068,1
9077,1
9091,1
9108,2
9113,1
9127,1
9216,1
9251,1
9255,1
9283,1
9353,1
9418,1
9451,1
9539,1
9621,1
9622,1
9624,1
9639,1
9655,1
9661,1
9691,1
9697,1
9724,1
9727,1
9776,1
9802,1
9850,2
9897,1
9915,1
9934,1
9943,1
10209,1
10250,1
10260,1
10362,1
10527,1
10605,1
10644,1
10676,1
10682,1
10710,1
10991,1
10993,1
11024,1
11092,1
11141,1
11222,1
11252,1
11300,1
11355,1
11362,1
11464,1
11548,1
11568,1
11831,1
11855,1
11929,1
11939,1
12135,1
12377,1
12526,1
12533,1
12579,1
12638,1
12653,1
12744,1
12791,1
12880,1
13017,1
13073,1
13260,1
13660,1
13699,1
13788,1
13861,1
14349,1
14453,1
14497,1
14556,1
14800,1
14820,1
14939,1
14956,1
15168,1
15197,1
15219,1
15468,1
15475,1
15692,1
15801,1
15881,1
15991,1
16084,1
16215,1
16336,1
16450,1
16576,1
16584,1
16615,1
16632,1
16805,1
16871,1
16972,1
17064,1
17171,1
17211,1
18017,1
18062,1
18101,1
18121,1
18239,1
18461,1
18675,1
19043,1
19073,1
19189,1
19361,1
19465,1
19741,1
19811,1
19902,1
20136,1
20189,1
20716,1
21467,1
21626,1
22372,1
22661,1
23197,1
23357,1
23794,1
24063,1
24812,1
25342,1
25384,1
28947,1
30448,1
31804,1
31834,1
32647,1
32914,1
33773,1
34240,1
37889,1
37909,1
39857,1
39990,1
42053,1
43810,1
45366,1
47235,1
49805,1
52228,1
54028,1
55748,1
57901,1
60432,1
63320,1
70223,1
74637,1
77349,1
81516,1
82638,1
89230,1
89412,1
98803,1
119469,1
127683,1
135997,1
153232,1
154224,1
163828,1
174222,1
179684,1
271799,1
289686,1
